irradiance_Wm2;pv_power_kW;sky_state;inclinacion_°;temperatura_ambiental_°C;generacion_W
72,5;1,081;cloudy;20;30;12,789
261,1;12,984;cloudy;20;20;47,93796
537;20,145;cloudy;20;20;98,5932
345,2;14,376;cloudy;45;10;62,570952
765;28,947;cloudy;20;20;140,454
688,8;27,685;cloudy;45;10;124,851888
778,1;29,733;cloudy;20;30;137,25684
420,7;15,888;cloudy;45;20;73,378494
804,2;31,296;cloudy;20;30;141,86088
506;20,784;cloudy;45;10;91,71756
359,1;12,718;cloudy;20;10;68,51628
480,6;17,419;cloudy;20;10;91,69848
85,8;2,974;cloudy;20;20;15,75288
394,8;12,609;cloudy;20;30;69,64272
0;0;cloudy;20;30;0
87,8;2,402;cloudy;20;30;15,48792
0;0;cloudy;45;30;0
523,8;20,305;clear;20;10;99,94104
0;0;clear;45;20;0
559,8;20,107;cloudy;45;30;93,811284
783,5;29,515;clear;20;20;143,8506
144,1;6,643;clear;20;20;26,45676
28,6;1,884;clear;45;20;4,988412
876,6;34,606;clear;20;20;160,94376
0;0;cloudy;20;20;0
88,9;3,066;clear;45;30;14,897862
408,5;13,282;clear;45;30;68,45643
0;0;clear;20;30;0
468;14,244;clear;45;20;81,62856
380,4;15,589;clear;45;10;68,951304
793,4;30,354;clear;45;30;132,957972
578,8;22,735;cloudy;20;20;106,26768
0;0;clear;45;30;0
0;0;cloudy;20;20;0
150,4;6,204;clear;45;20;26,232768
817,7;32,151;clear;20;30;144,24228
549,1;20,882;clear;20;30;96,86124
747,1;27,429;clear;45;20;130,309182
182,4;7,188;clear;45;20;31,814208
114,7;2,614;clear;45;10;20,790522
449,3;17,528;cloudy;20;20;82,49148
0;0;clear;20;20;0
644,9;24,538;cloudy;20;30;113,76036
0;0;clear;45;10;0
85,8;2,974;cloudy;45;10;15,552108
531,2;23,497;cloudy;45;10;96,285312
93,5;2,172;cloudy;20;10;17,8398
385,3;12,135;clear;20;30;67,96692
290,8;14,901;clear;20;20;53,39088
799,3;31,116;cloudy;20;20;146,75148
0;0;clear;45;20;0
515;22,186;clear;20;20;94,554
226,2;9,108;cloudy;45;30;37,906596
65;5,983;cloudy;45;10;11,7819
492,3;19,805;cloudy;45;20;85,866966
81,4;4,758;cloudy;45;20;14,197788
165,5;8,026;cloudy;45;20;28,86651
16,5;0;cloudy;45;20;2,87793
155,6;4,421;clear;20;10;29,68848
116,5;4,139;clear;45;20;20,31993
909,6;35,664;clear;20;30;160,45344
65,1;5,163;cloudy;45;30;10,909458
0;0;clear;20;30;0
592,3;21,142;clear;45;20;103,308966
663,5;24,389;cloudy;45;30;111,18933
44,9;1,662;clear;45;10;8,138574
477,3;18,297;clear;20;10;91,06884
94,2;5,472;clear;45;10;17,074692
370,1;15,797;clear;45;20;64,552842
195,7;8,072;clear;20;10;37,33956
0;0;cloudy;20;30;0
565,2;20,549;clear;20;20;103,77072
104,7;1,664;cloudy;20;30;18,46908
0;0;clear;45;30;0
141,2;7,023;clear;20;10;26,94096
52,7;1,635;cloudy;45;10;9,552402
832,1;32,567;clear;20;30;146,78244
118,3;5,107;clear;20;20;21,71988
504,5;20,702;clear;20;20;92,6262
83,2;3,753;clear;20;30;14,67648
348;15,269;cloudy;45;10;63,07848
141,2;5,34;cloudy;45;20;24,628104
82,5;2,802;clear;45;20;14,38965
212,9;8,773;clear;45;30;35,677782
470,4;18,127;cloudy;20;10;89,75232
123,3;4,294;clear;45;10;22,349358
212,9;9,443;clear;20;10;40,62132
555,4;18,041;clear;20;20;101,97144
673,9;25,634;clear;20;10;128,58012
513,2;17,516;cloudy;20;10;97,91856
130,5;4,061;cloudy;20;30;23,0202
406,2;15,759;clear;20;20;74,57832
91,5;3,329;cloudy;20;10;17,4582
438,6;18,245;clear;45;20;76,500612
598;22,254;clear;20;20;109,7928
536,5;20,144;clear;20;30;94,6386
0;0;cloudy;20;30;0
660,4;24,033;clear;20;30;116,49456
292,8;10,947;cloudy;45;30;49,067424
297,3;9,905;cloudy;20;30;52,44372
306,9;14,27;clear;45;20;53,529498
161,9;7,092;clear;20;30;28,55916
80,7;0,296;clear;20;10;15,39756
0;0;clear;45;10;0
441,6;17,46;clear;45;20;77,023872
10,7;2,265;clear;45;30;1,793106
896,9;34;clear;45;10;162,572094
572,6;20,596;cloudy;45;30;95,956308
54,9;0,928;clear;45;30;9,200142
40,7;2,178;clear;45;10;7,377282
269,2;12,504;cloudy;45;20;46,953864
0;0;cloudy;45;10;0
195,7;8,072;clear;20;10;37,33956
0;0;clear;45;20;0
923,1;35,161;clear;20;30;162,83484
0;0;clear;20;30;0
417,9;14,791;cloudy;45;20;72,890118
146,6;6,906;clear;20;30;25,86024
737,5;25,665;clear;45;10;133,67925
504,3;18,682;cloudy;20;10;96,22044
0;0;clear;45;10;0
251,9;8,907;cloudy;45;20;43,936398
573,7;22,87;clear;20;20;105,33132
0;0;cloudy;20;10;0
295,9;10,821;clear;20;10;56,45772
0;0;cloudy;20;10;0
127,3;4,857;cloudy;45;20;22,203666
383;12,347;cloudy;45;20;66,80286
619;23,57;clear;45;20;107,96598
0;0;clear;45;30;0
0;0;clear;20;10;0
917;35,136;clear;45;20;159,94314
500,7;20,194;cloudy;20;30;88,32348
335,6;11,262;cloudy;45;20;58,535352
644,9;24,538;cloudy;45;20;112,483458
928,8;34,412;clear;20;30;163,84032
555,4;18,041;clear;45;30;93,073932
495,7;18,183;clear;45;10;89,850582
492,3;19,805;cloudy;45;30;82,499634
777,5;29,501;clear;20;30;137,151
549,4;20,352;clear;45;20;95,826348
303,2;12,177;clear;20;20;55,66752
431,8;15,182;cloudy;45;10;78,268068
256,1;8,776;cloudy;20;30;45,17604
12,8;0;cloudy;20;30;2,25792
163,1;5,402;cloudy;45;20;28,447902
83,6;2,481;clear;20;10;15,95088
306,8;12,521;clear;45;10;55,610568
485,6;19,159;clear;45;30;81,376848
144,5;6,837;cloudy;45;30;24,21531
150,2;6,225;clear;20;10;28,65816
190,6;4,389;clear;45;20;33,244452
274,7;9,645;cloudy;45;20;47,913174
0;0;cloudy;20;20;0
317,6;14,25;cloudy;20;10;60,59808
600,9;20,614;clear;20;20;110,32524
143,8;4,148;clear;45;20;25,081596
130,3;3,012;clear;20;20;23,92308
663,5;24,389;cloudy;20;20;121,8186
151,5;5,812;clear;45;20;26,42463
766,1;28,052;clear;20;30;135,14004
441,6;17,46;clear;45;30;74,003328
386,2;14,794;cloudy;20;30;68,12568
614,2;22,957;cloudy;20;20;112,76712
80,5;6,216;cloudy;45;30;13,49019
769,5;28,044;clear;45;10;139,47957
505,6;17,109;clear;45;10;91,645056
364,4;16,549;cloudy;45;30;61,066152
212,8;7,875;clear;45;30;35,661024
0;0;clear;20;10;0
0;0;cloudy;45;30;0
664,3;24,604;clear;45;20;115,867206
162,1;6,464;cloudy;20;20;29,76156
199,7;6,978;cloudy;20;30;35,22708
89,7;4,251;cloudy;20;20;16,46892
483,6;19,489;cloudy;20;10;92,27088
0;0;clear;45;30;0
484,5;18,886;cloudy;20;30;85,4658
914,6;35,24;clear;45;30;153,268668
368;13,741;clear;45;30;61,66944
452,7;19,984;clear;45;20;78,959934
194,9;8,02;clear;20;10;37,18692
68,4;3,495;cloudy;45;20;11,930328
227,9;8,684;clear;45;30;38,191482
992,9;41,076;clear;20;30;175,14756
145,6;5,825;clear;20;10;27,78048
341,2;13,391;cloudy;20;10;65,10096
914,6;35,24;clear;45;30;153,268668
0;0;cloudy;20;30;0
0;0;clear;20;10;0
715,5;27,833;clear;45;30;119,90349
325,5;12,942;clear;20;20;59,7618
567,9;22,331;clear;45;20;99,053118
402,2;15,21;cloudy;45;10;72,902772
611;24,112;cloudy;45;30;102,39138
730,3;28,381;clear;20;10;139,34124
737,3;26,601;clear;20;30;130,05972
570;20,535;cloudy;45;30;95,5206
820,4;28,484;clear;20;10;156,53232
803,1;30,579;clear;45;10;145,569906
0;0;clear;45;20;0
86,4;5,417;clear;45;10;15,660864
129,3;4,962;clear;45;20;22,552506
107,7;6,175;clear;45;10;19,521702
360,4;14,716;clear;20;10;68,76432
0;0;clear;20;30;0
0;0;cloudy;45;10;0
22,7;0,238;clear;20;10;4,33116
57,2;1,074;clear;45;10;10,368072
65,7;0;clear;45;20;11,459394
215,3;7,537;clear;20;10;41,07924
894,2;34,862;clear;20;10;170,61336
137,7;5,11;clear;20;30;24,29028
313,7;12,1;clear;20;10;59,85396
846;34,569;clear;45;20;147,55932
664,1;26,941;clear;45;10;120,374766
799,2;29,846;clear;20;30;140,97888
89,7;4,251;cloudy;20;10;17,11476
742,8;26,278;clear;45;30;124,478424
0;0;clear;45;20;0
0;0;clear;45;10;0
494,9;18,365;clear;20;10;94,42692
440,9;18,001;cloudy;45;20;76,901778
356,9;14,788;cloudy;45;20;62,250498
851,5;35,318;clear;45;10;154,34289
711,9;27,717;clear;20;20;130,70484
508,8;17,187;cloudy;20;10;97,07904
228,1;6,907;cloudy;45;10;41,345406
0;0;clear;45;20;0
721,5;25,388;clear;20;30;127,2726
37;1,867;clear;20;30;6,5268
0;0;cloudy;45;10;0
0;0;clear;20;10;0
903,4;31,889;clear;45;30;151,391772
385,3;12,135;clear;20;30;67,96692
674,4;25,533;cloudy;20;30;118,96416
76,5;3,727;cloudy;45;20;13,34313
330,5;13,853;clear;45;20;57,64581
0;0;clear;20;20;0
840,6;32,858;clear;20;10;160,38648
783,5;29,515;clear;20;20;143,8506
0;0;cloudy;20;10;0
18,4;1,624;clear;45;20;3,209328
42,7;2,277;clear;20;30;7,53228
402,2;15,21;cloudy;20;20;73,84392
173,6;3,557;clear;45;30;29,091888
340,6;13,363;cloudy;20;30;60,08184
598;22,254;clear;45;20;104,30316
274,7;9,645;cloudy;20;30;48,45708
858,2;33,494;clear;20;20;157,56552
492,7;17,805;cloudy;20;20;90,45972
399,9;16,914;clear;20;30;70,54236
0;0;cloudy;20;30;0
407,2;16,908;cloudy;20;30;71,83008
0;0;clear;45;20;0
205,3;7,894;cloudy;20;20;37,69308
187,5;8,919;clear;45;10;33,98625
903,5;36,995;clear;20;10;172,3878
876,6;34,606;clear;45;10;158,892516
359,4;12,723;clear;45;20;62,686548
335;11,242;clear;45;30;56,1393
125,9;4,087;clear;45;30;21,098322
382,5;14,784;clear;45;10;69,33195
0;0;clear;20;10;0
74,3;0,598;clear;45;30;12,451194
737,3;26,601;clear;20;30;130,05972
529,7;19,353;clear;20;30;93,43908
879,4;32,961;clear;45;20;153,384948
157,9;4,68;cloudy;45;10;28,620954
343,4;13,658;cloudy;20;30;60,57576
698,7;25,757;cloudy;45;30;117,088146
408,3;14,704;cloudy;45;10;74,008458
100,4;6,083;cloudy;20;10;19,15632
78,6;2,708;cloudy;45;30;13,171788
688,3;27,055;cloudy;45;20;120,053286
381,2;17,418;clear;20;10;72,73296
70,1;3,446;clear;45;10;12,706326
688,3;27,055;cloudy;20;20;126,37188
682,3;27,281;clear;20;10;130,18284
789,5;27,527;clear;20;20;144,9522
504,3;18,682;cloudy;20;20;92,58948
229,8;9,197;cloudy;20;20;42,19128
130,9;5,085;clear;20;30;23,09076
796,3;29,902;clear;45;20;138,890646
89,9;2,638;clear;45;20;15,680358
817,3;33,222;clear;20;20;150,05628
41,4;0,286;clear;20;10;7,89912
370,1;15,797;clear;45;10;67,084326
41,6;1,548;clear;45;20;7,255872
383;16,102;clear;45;20;66,80286
0;0;cloudy;45;30;0
0;0;cloudy;20;20;0
598,1;22,479;clear;20;10;114,11748
604,9;20,427;clear;20;30;106,70436
470,7;16,784;clear;45;20;82,099494
277,6;8,988;cloudy;45;10;50,317776
882,8;34,458;clear;20;30;155,72592
850,7;32,895;clear;45;20;148,379094
102,9;1,785;cloudy;45;10;18,651654
82,9;0,648;clear;45;20;14,459418
190,9;6,015;cloudy;20;30;33,67476
36,4;1,743;clear;20;30;6,42096
734,5;27,997;cloudy;45;10;133,13547
343,9;13,821;clear;20;20;63,14004
630,8;24,338;clear;20;30;111,27312
0;0;cloudy;45;20;0
126,4;4,98;clear;45;20;22,046688
857,4;30,842;clear;45;30;143,683092
265,9;11,358;clear;45;10;48,197034
168,9;6,528;cloudy;45;10;30,614814
413,4;17,548;cloudy;45;30;69,277572
130,8;5,458;cloudy;20;20;24,01488
187,5;8,919;clear;20;10;35,775
399,6;12,716;clear;45;30;66,964968
1051,9;38,151;clear;45;30;176,277402
407,5;14,053;clear;45;20;71,07615
501,8;19,892;cloudy;45;20;87,523956
728,1;28,265;clear;45;20;126,995202
0;0;cloudy;20;30;0
69,2;1,823;clear;45;20;12,069864
306,2;11,578;clear;45;10;55,501812
720,9;26,096;clear;20;30;127,16676
521,1;20,138;clear;45;10;94,454586
536,5;20,144;clear;45;10;97,24599
146,6;6,906;clear;45;30;24,567228
82,7;2,154;cloudy;20;10;15,77916
140,3;4,628;cloudy;45;20;24,471126
71,4;4,644;cloudy;20;30;12,59496
463,6;20,694;cloudy;20;30;81,77904
307;14,18;cloudy;20;30;54,1548
77;2,139;cloudy;20;20;14,1372
329,4;12,363;cloudy;45;10;59,707044
682,7;27,406;clear;20;20;125,34372
289,3;12,345;clear;45;10;52,438518
561,2;21,947;clear;20;20;103,03632
206,7;6,218;clear;20;10;39,43836
852;34,944;clear;45;30;142,77816
569,9;20,839;clear;45;10;103,300074
177,5;6,888;cloudy;20;10;33,867
16,6;3,464;cloudy;20;10;3,16728
281,1;10,521;cloudy;45;10;50,952186
428,2;15,244;cloudy;45;20;74,686644
0;0;cloudy;20;10;0
764,4;29,84;clear;45;20;133,326648
710,6;24,804;clear;45;30;119,082348
198,9;8,534;clear;20;10;37,95012
610;23,878;cloudy;20;10;116,388
137,7;5,11;clear;45;10;24,959502
202,1;7,427;clear;20;20;37,10556
504,9;21,425;cloudy;45;30;84,611142
591,3;23,342;clear;20;10;112,82004
252,8;10,857;clear;20;10;48,23424
69,2;1,823;clear;20;20;12,70512
302,8;9,449;cloudy;20;20;55,59408
417,9;15,392;cloudy;45;10;75,748554
362,9;10,876;cloudy;20;10;69,24132
504,9;21,425;cloudy;45;30;84,611142
34;0,824;clear;20;20;6,2424
110,6;1,979;clear;45;20;19,290852
0;0;clear;45;10;0
130,8;5,458;cloudy;45;30;21,919464
122,7;5,184;cloudy;20;20;22,52772
83,4;4,193;cloudy;20;30;14,71176
0;0;clear;45;20;0
187,4;7,763;cloudy;20;10;35,75592
485;16,727;clear;20;30;85,554
676,5;27,927;cloudy;45;30;113,36787
644,5;23,624;cloudy;45;30;108,00531
536,5;20,144;clear;45;30;89,90667
879,6;32,31;clear;20;10;167,82768
40,1;2,007;clear;45;10;7,268526
121;4,281;clear;20;20;22,2156
145,5;5,085;clear;20;10;27,7614
24,2;0,29;clear;20;10;4,61736
57,5;0,534;clear;45;30;9,63585
41,6;1,548;clear;45;10;7,540416
441,6;17,46;clear;45;30;74,003328
0;0;cloudy;20;20;0
0;0;clear;45;30;0
0;0;clear;20;20;0
0;0;clear;45;30;0
0;0;clear;20;10;0
333,6;9,243;clear;20;30;58,84704
137,2;4,82;clear;20;20;25,18992
320,3;10,8;clear;45;20;55,866726
153;7,339;cloudy;20;30;26,9892
228,1;6,907;cloudy;45;30;38,224998
547,5;21,452;clear;20;20;100,521
688,8;27,685;cloudy;45;20;120,140496
723,5;24,667;clear;45;10;131,14161
695;27,586;cloudy;45;30;116,4681
123,3;4,294;clear;45;20;21,505986
0;0;cloudy;45;30;0
157,1;5,602;cloudy;20;30;27,71244
684,9;27,495;cloudy;20;20;125,74764
504,3;18,682;cloudy;20;10;96,22044
174,1;8,237;clear;20;20;31,96476
89;0;clear;20;30;15,6996
0;0;clear;45;10;0
74,3;3,388;clear;45;30;12,451194
682,3;27,281;clear;20;20;125,27028
797,9;29,791;clear;20;30;140,74956
521,8;20,389;clear;20;10;99,55944
0;0;cloudy;20;10;0
340,8;17,846;cloudy;45;10;61,773408
135,6;3,361;cloudy;45;10;24,578856
32,3;2,988;clear;45;30;5,412834
237,3;11,796;cloudy;45;30;39,766734
0;0;clear;20;20;0
663,1;27,493;cloudy;45;10;120,193506
707,9;27,649;clear;20;20;129,97044
929,3;37,263;clear;45;20;162,088506
444,1;18,132;cloudy;45;30;74,422278
710,2;24,777;clear;45;10;128,730852
0;0;cloudy;45;10;0
160,7;7,173;clear;45;20;28,029294
678,6;30,156;cloudy;20;20;124,59096
197,4;7,877;cloudy;20;20;36,24264
507,1;20,97;clear;45;30;84,979818
0;0;cloudy;20;10;0
0;0;clear;20;20;0
294,2;11,447;clear;45;20;51,314364
0;0;cloudy;20;30;0
594,2;21,62;clear;20;30;104,81688
238,9;10,795;clear;45;30;40,034862
204,7;7,544;clear;20;10;39,05676
80;2,395;clear;45;10;14,5008
76,8;2,718;clear;45;20;13,395456
0;0;clear;45;20;0
691,4;25,372;clear;45;10;125,323164
757,3;28,498;clear;45;20;132,088266
231,1;8,763;clear;20;20;42,42996
182,8;8,588;cloudy;45;10;33,134328
0;0;clear;45;20;0
0;0;clear;20;10;0
789,5;27,527;clear;20;10;150,6366
95;2,768;clear;20;30;16,758
125,2;5,376;clear;20;20;22,98672
598,2;26,348;cloudy;20;10;114,13656
730,1;25,807;clear;20;10;139,30308
133,1;4,853;clear;45;20;23,215302
48,6;0,586;clear;45;10;8,809236
798,4;32,648;clear;20;10;152,33472
0;0;cloudy;20;10;0
424,9;14,686;clear;45;20;74,111058
662,7;24,877;cloudy;20;10;126,44316
870,7;33,37;clear;20;30;153,59148
481,7;19,536;clear;45;30;80,723286
624,7;21,665;clear;20;30;110,19708
85,7;3,063;cloudy;45;20;14,947794
805,9;28,574;clear;20;10;153,76572
720,9;26,096;clear;20;10;137,54772
140,7;2,794;clear;20;10;26,84556
199,4;10,159;clear;45;20;34,779348
165,5;8,026;cloudy;45;20;28,86651
691,4;25,372;clear;45;20;120,593988
42,7;0;clear;20;30;7,53228
399,9;16,914;clear;45;10;72,485874
853,2;34,729;clear;45;20;148,815144
69,6;2,106;cloudy;45;10;12,615696
803,1;30,579;clear;20;30;141,66684
150,2;6,225;clear;45;10;27,225252
280,3;11,962;cloudy;45;10;50,807178
127,1;5,807;clear;20;10;24,25068
134,8;4,543;cloudy;45;10;24,433848
371,1;16,67;clear;45;10;67,265586
0;0;clear;45;20;0
694,8;24,68;clear;45;30;116,434584
77;2,139;cloudy;20;10;14,6916
0;0;cloudy;20;10;0
0;0;clear;20;20;0
82,6;2,366;cloudy;45;10;14,972076
807,4;34,076;clear;45;10;146,349324
457,9;16,535;clear;20;10;87,36732
0;0;clear;20;30;0
270,5;11,396;cloudy;20;30;47,7162
587,4;22,909;clear;45;30;98,436492
0;0;cloudy;20;30;0
0;0;cloudy;45;30;0
606,1;23,189;cloudy;20;30;106,91604
40,3;2,503;cloudy;20;30;7,10892
551,1;21,701;clear;20;30;97,21404
65,1;5,163;cloudy;20;30;11,48364
47,6;2,258;cloudy;20;20;8,73936
775,3;27,998;cloudy;45;10;140,530878
0;0;cloudy;45;30;0
673,8;23,667;cloudy;20;30;118,85832
343,7;12,779;clear;20;20;63,10332
192,3;9,011;cloudy;45;30;32,225634
0;0;cloudy;20;20;0
803,9;28,696;cloudy;45;10;145,714914
552,7;21,397;clear;45;20;96,401934
44,4;1,647;clear;20;30;7,83216
231,4;6,137;cloudy;20;20;42,48504
118,3;5,107;clear;45;20;20,633886
304,8;11,728;clear;45;10;55,248048
651,3;25,022;clear;20;10;124,26804
118,8;4,677;cloudy;20;10;22,66704
706,4;28,559;clear;20;10;134,78112
698,7;25,757;cloudy;20;30;123,25068
816,8;32,49;clear;20;30;144,08352
802,2;31,355;clear;20;10;153,05976
387;13,931;clear;45;30;64,85346
903,1;34,756;clear;20;20;165,80916
636,3;24,763;clear;45;20;110,983446
27,4;1,292;clear;20;20;5,03064
227,9;8,684;clear;20;30;40,20156
548;25,229;cloudy;45;10;99,33048
303,2;12,177;clear;45;10;54,958032
0;0;clear;20;10;0
477,3;18,297;clear;45;10;86,515398
0;0;cloudy;45;20;0
20,8;2,268;clear;20;20;3,81888
789,5;27,527;clear;20;20;144,9522
175,7;7,818;clear;45;10;31,847382
0;0;cloudy;20;20;0
402,6;14,981;clear;45;30;67,467708
296,1;10,057;clear;20;10;56,49588
572,8;20,651;cloudy;45;30;95,989824
737,3;28,808;cloudy;20;10;140,67684
247,5;5,618;clear;45;20;43,16895
115;1,739;cloudy;20;20;21,114
98,2;1,761;clear;45;30;16,456356
850,7;32,895;clear;20;10;162,31356
927,6;33,997;clear;20;10;176,98608
83,8;4,524;cloudy;20;10;15,98904
820,1;31,343;clear;20;10;156,47508
192;5,55;clear;20;10;36,6336
495,7;18,183;clear;45;30;83,069406
164,6;5,59;cloudy;45;10;29,835396
0;0;cloudy;20;30;0
315,6;13,813;cloudy;45;10;57,205656
151,5;5,812;clear;20;20;27,8154
0;0;cloudy;20;10;0
190,7;8,755;cloudy;20;20;35,01252
671;27,324;clear;20;10;128,0268
0;0;cloudy;45;10;0
492;19,288;cloudy;20;10;93,8736
694,8;24,68;clear;20;20;127,56528
747,5;26,999;clear;45;20;130,37895
298,9;10,756;clear;20;30;52,72596
547,8;21,592;cloudy;45;10;99,294228
825,2;30,687;clear;20;10;157,44816
0;0;cloudy;20;10;0
106,6;1,323;cloudy;20;30;18,80424
0;0;cloudy;45;30;0
230,7;9,014;cloudy;20;20;42,35652
0;0;cloudy;20;10;0
93,9;2,293;cloudy;20;30;16,56396
94,2;3,422;clear;45;30;15,786036
386,2;14,794;cloudy;20;30;68,12568
811,7;31,536;clear;45;30;136,024686
620,6;22,446;cloudy;20;20;113,94216
0;0;clear;45;20;0
0;0;cloudy;45;30;0
572,6;22,806;cloudy;45;20;99,872892
710,3;26,985;clear;45;10;128,748978
903,1;34,756;clear;45;20;157,518702
74,3;0,598;clear;20;20;13,64148
153,3;6,14;cloudy;45;30;25,690014
302;13,032;cloudy;45;20;52,67484
0;0;clear;45;20;0
406,2;15,759;clear;45;20;70,849404
338,6;11,51;cloudy;45;30;56,742588
544,6;18,473;clear;20;10;103,90968
0;0;clear;45;10;0
343,4;13,658;cloudy;45;10;62,244684
255,2;11,982;clear;45;30;42,766416
0;0;clear;45;10;0
92,4;3,106;cloudy;45;10;16,748424
0;0;cloudy;20;10;0
620,2;21,761;clear;45;20;108,175284
412,4;16,19;clear;20;10;78,68592
684,9;27,495;cloudy;45;20;119,460258
144,3;4,337;clear;20;30;25,45452
58,7;1,072;cloudy;45;30;9,836946
0;0;clear;45;30;0
381,2;13,387;cloudy;45;10;69,096312
273,3;8,752;clear;45;20;47,668986
163,8;7,873;clear;45;10;29,690388
0;0;clear;45;20;0
843;32,888;clear;45;20;147,03606
547,7;21,956;clear;45;30;91,783566
0;0;clear;20;20;0
884;31,341;clear;20;30;155,9376
841,2;34,429;clear;20;20;154,44432
0;0;clear;45;30;0
0;0;cloudy;20;10;0
454,5;18,586;clear;20;10;86,7186
820,5;30,257;clear;20;30;144,7362
114,7;2,614;clear;45;20;20,005974
497,5;21,453;clear;45;20;86,77395
28,2;0,75;clear;20;10;5,38056
553,3;20,494;cloudy;45;20;96,506586
23;2,049;clear;20;10;4,3884
871,2;34,504;clear;45;10;157,913712
41,6;1,548;clear;45;30;6,971328
441,6;17,46;clear;45;10;80,044416
0;0;clear;20;10;0
239,5;9,507;clear;45;30;40,13541
457,6;18,131;clear;45;20;79,814592
0;0;cloudy;45;20;0
0;0;clear;20;30;0
340,6;13,363;cloudy;45;10;61,737156
0;0;cloudy;45;20;0
595,6;24,548;clear;45;10;107,958456
113,3;5,055;cloudy;20;30;19,98612
624,7;21,665;clear;20;10;119,19276
42,1;0;clear;45;30;7,055118
4;0;clear;20;30;0,7056
108,1;2,077;cloudy;20;20;19,84716
0;0;cloudy;20;30;0
138;4,465;clear;45;30;23,12604
105,4;3,778;clear;45;30;17,662932
0;0;clear;45;20;0
190,9;6,015;cloudy;45;10;34,602534
180,9;6,537;clear;45;10;32,789934
298,9;10,756;clear;45;10;54,178614
0;0;cloudy;45;30;0
641,3;26,677;clear;45;20;111,855546
0;0;clear;45;30;0
119,2;5,387;clear;20;30;21,02688
670,1;30,811;cloudy;20;30;118,20564
0;0;cloudy;45;20;0
97,2;1,156;clear;20;30;17,14608
39,4;0,387;cloudy;20;20;7,23384
534,7;20,372;clear;20;20;98,17092
894,6;35,48;clear;20;20;164,24856
325,4;10,375;clear;45;30;54,530532
52,7;0;clear;20;10;10,05516
166,9;4,005;clear;20;30;29,44116
506,5;19,454;clear;20;10;96,6402
0;0;cloudy;20;30;0
941,9;32,608;clear;45;30;157,843602
940,7;35,341;clear;20;10;179,48556
214,6;7,672;clear;20;30;37,85544
177,6;7,202;clear;20;10;33,88608
233;8,111;cloudy;45;10;42,23358
0;0;cloudy;20;20;0
251,9;8,907;cloudy;20;10;48,06252
372,5;16,225;cloudy;20;10;71,073
45,8;4,041;cloudy;45;20;7,988436
901,1;36,327;clear;45;20;157,169862
694,3;28,067;clear;45;20;121,099806
570,5;22,636;clear;20;30;100,6362
750,9;29,9;clear;20;30;132,45876
887,2;36,936;clear;45;10;160,813872
82,4;3,628;clear;20;10;15,72192
431,8;15,182;cloudy;20;10;82,38744
792;31,375;cloudy;45;20;138,14064
89,4;4,489;clear;45;30;14,981652
0;0;cloudy;45;10;0
103,3;5,279;clear;45;20;18,017586
167,1;7,05;clear;45;30;28,002618
85,7;3,063;cloudy;20;30;15,11748
830,5;32,459;clear;45;30;139,17519
187,4;6,372;clear;45;10;33,968124
0;0;clear;20;20;0
561,2;21,947;clear;45;10;101,723112
501,8;19,892;cloudy;20;10;95,74344
877,7;34,792;cloudy;45;30;147,084966
567,7;23,978;cloudy;45;30;95,135166
374,2;13,881;clear;20;10;71,39736
0;0;clear;45;10;0
117,3;5,99;clear;45;20;20,459466
898,2;33,898;clear;45;10;162,807732
241,6;13,049;clear;20;30;42,61824
0;0;cloudy;20;10;0
123,1;7,225;cloudy;20;10;23,48748
153,3;6,14;cloudy;45;30;25,690014
0;0;cloudy;45;20;0
0;0;clear;45;10;0
146,9;6,439;clear;45;30;24,617502
212,8;7,875;clear;20;20;39,07008
473,8;20,126;cloudy;45;30;79,399404
0;0;cloudy;20;30;0
114,7;2,614;clear;45;10;20,790522
531,2;23,497;cloudy;45;10;96,285312
38,3;1,141;clear;45;30;6,418314
515;22,186;clear;20;20;94,554
688,3;27,055;cloudy;20;20;126,37188
0;0;cloudy;45;30;0
236,8;8,725;cloudy;45;20;41,302656
0;0;clear;20;30;0
305,3;11,41;clear;20;20;56,05308
903,4;31,889;clear;45;20;157,571028
0;0;cloudy;45;30;0
54,9;2,664;clear;20;30;9,68436
210,4;8,116;clear;45;10;38,137104
87,8;2,402;cloudy;45;20;15,314076
683,3;26,72;clear;45;10;123,854958
274,7;9,645;cloudy;20;10;52,41276
876,2;34,703;clear;20;20;160,87032
505,6;17,109;clear;20;20;92,82816
535,2;21,013;cloudy;45;30;89,688816
199,7;6,978;cloudy;45;10;36,197622
110,6;6,928;clear;20;20;20,30616
96,2;5,158;clear;20;20;17,66232
170,2;4,589;clear;20;20;31,24872
341,1;10,603;clear;20;10;65,08188
265,9;11,358;clear;45;10;48,197034
273,3;8,752;clear;20;30;48,21012
0;0;cloudy;20;10;0
6,2;0;cloudy;45;30;1,038996
70,3;2,912;clear;20;20;12,90708
658,2;24,129;clear;45;10;119,305332
325,4;10,375;clear;20;30;57,40056
452,6;17,462;clear;45;10;82,038276
0;0;cloudy;45;10;0
0;0;cloudy;45;10;0
910,3;35,998;clear;20;20;167,13108
294,2;11,447;clear;20;10;56,13336
335;11,242;clear;45;20;58,4307
147,7;6,291;cloudy;45;20;25,761834
220,9;6,288;clear;20;10;42,14772
52,5;3,348;clear;45;30;8,79795
194,6;9,152;cloudy;45;10;35,273196
